city,2000_total,2010_total,2000_15_to_24_years,2010_15_to_24_years,2000_25_to_59_years,2010_25_to_59_years,2000_60_to_more_years,2010_60_to_more_years
aquiraz,31.48,20.82,15.71,5.6,33.56,21.12,62.47,51.73
aracati,28.79,20.82,11.8,4.81,30.92,20.23,60.18,51.67
barbalha,26.17,18.69,10.93,3.31,27.39,17.38,57.4,52.05
boa viagem,42.26,32.38,18.3,6.36,45.62,33.8,70.37,64.45
camocim,35.49,26.49,18.73,5.88,39.67,29.61,62.31,57.57
caninde,35.42,24.66,15.76,5.06,38.25,25.83,62.65,54.17
cascavel,32.53,22.89,14.13,4.81,34.65,23.06,63.83,53.81
crateus,32.97,25.02,13.57,5.66,34.92,24.36,60.09,52.27
granja,51.82,38.57,34.57,12.88,56.97,44.28,72.24,68.34
horizonte,28.18,15.65,10.97,3.47,32.04,15.86,60.24,51.3
ico,40.37,32.83,21.78,11.83,43.65,34.24,66.55,61.14
iguatu,30.79,23.17,11.6,4.6,33.09,22.68,59.23,52.22
limoeiro do norte,25.71,19.21,10.38,4.34,26.83,19.13,53.78,44.11
morada nova,35.09,28.22,16.55,5.98,38.47,29.51,59.51,55.73
pacajus,27.34,18.26,11.96,3.8,29.22,18.55,58.36,50.28
pacatuba,17.48,9.38,6.72,2.18,18.6,8.74,48.27,34.55
quixada,31.59,22.86,15.26,5.99,33.04,23.89,57.81,49.78
quixeramobim,35.33,24.2,13.33,4.24,37.61,24.59,63.03,55.72
russas,26.52,19.59,12.03,4.48,28.16,19.83,52.77,47.34
taua,38.59,27.45,18.76,6.95,40.5,27.13,66.37,55.33
tiangua,35.69,24.04,19.22,5.58,38.57,25.61,66.9,59.79
trairi,34.49,23.62,14.61,4.62,38.53,24.6,65.64,56.24
vicosa do ceara,45.31,31.42,22.56,5.64,50.87,35.8,75.16,68.08
de 100.001 a 500.000 ,21.36,14.81,8.94,3.27,21.97,14.29,53.14,44.0
caucaia,18.98,12.88,8.97,3.66,19.64,12.7,49.99,39.26
crato,22.91,14.96,8.81,3.0,23.75,13.69,51.95,41.51
itapipoca,31.5,22.61,13.69,4.67,33.65,23.64,64.75,56.14
juazeiro do norte,24.95,16.21,10.01,3.47,25.01,14.66,57.16,46.53
maracanau,14.98,9.66,5.48,2.31,15.9,9.02,44.57,33.52
maranguape,23.75,15.39,8.23,3.02,25.78,15.01,53.78,45.41
sobral,26.44,17.0,11.57,2.88,27.97,17.51,57.99,49.8
mais de 500.000 ,11.21,6.94,4.67,2.06,11.47,6.46,28.1,19.15
fortaleza,11.21,6.94,4.67,2.06,11.47,6.46,28.1,19.15
