city,2000_suitable,2010_suitable,2000_semi_suitable,2010_semi_suitable,2000_inappropriate,2010_inappropriate
miranda do norte,5.61,5.41,62,74.69,32.39,19.9
moncao,0.59,0.79,36.95,67.98,62.46,31.23
paraibano,0.78,4.07,75.52,74.58,23.7,21.35
parnarama,5.47,0.34,31.27,67.86,63.26,31.8
paulo ramos,0.02,0.25,21.47,59.66,78.5,40.09
pedreiras,40.05,39.44,39.14,44.74,20.81,15.82
pedro do rosario,0.03,0.19,5.17,23.37,94.8,76.44
penalva,2.44,3.58,29.81,48.94,67.75,47.48
peritoro,0.78,4.92,30.74,53.85,68.48,41.23
pindare-mirim,19.48,4.31,68.05,83.42,12.47,12.28
pio xii,3.27,0.41,49.56,78.63,47.18,20.96
porto franco,20.07,1.75,55.43,80.5,24.51,17.75
presidente dutra,28.23,16.38,54.72,71.57,17.05,12.04
raposa,1.61,6.53,71.76,83.3,26.63,10.16
riachao,16.56,8.05,35.98,53.21,47.46,38.73
rosario,2.89,4.59,67.45,66.07,29.66,29.34
santa helena,-,0.05,29.87,59.38,70.13,40.57
santa luzia do parua,4.3,6.89,43.1,72.81,52.6,20.3
santa quiteria do maranhao,1.84,0.35,32.55,51.12,65.61,48.54
santa rita,0.02,5.22,46.47,60.41,53.51,34.37
sao bento,2.53,6.01,42.68,54.54,54.79,39.45
sao bernardo,3.83,2.39,40.71,57.29,55.46,40.32
sao domingos do maranhao,10.37,12.38,65.52,77.35,24.11,10.28
sao joao dos patos,18.12,1.08,61.61,90.65,20.27,8.27
sao luis gonzaga do maranhao,0.62,3.62,26.41,58.21,72.96,38.18
sao mateus do maranhao,0.23,2.41,55.29,72.03,44.48,25.56
sao vicente ferrer,0.41,2.1,17.15,24.75,82.44,73.15
timbiras,4.14,10.9,40.09,44.0,55.78,45.1
tuntum,8.22,7,53.55,77.18,38.23,15.82
turiacu,1.56,0.54,16.85,35.88,81.6,63.58
turilandia,-,0.9,2.39,59.83,97.61,39.27
urbano santos,2.28,7.14,26.63,47.09,71.09,45.77
vargem grande,0.17,11.13,40.5,37.96,59.32,50.91
viana,10.06,16.94,25.54,39.13,64.4,43.93
vitoria do mearim,6.09,15.5,53.42,70.15,40.49,14.35
vitorino freire,0.97,3.05,46.1,65.94,52.94,31.01
de 50.001 a 100.000 ,19.02,13.03,46.42,61.28,34.56,25.7
balsas,29.58,13.01,42.92,74.49,27.49,12.5
barra do corda,12.22,8.6,54.81,68.81,32.96,22.59
barreirinhas,0.09,8.23,26.69,39.64,73.22,52.14
buriticupu,1.54,3.08,47.5,71.7,50.96,25.22
chapadinha,6.61,10.21,36.27,50.83,57.12,38.96
coroata,14,17.77,47.86,64.48,38.15,17.75
grajau,1.55,3.25,60.14,72.67,38.31,24.09
itapecuru mirim,15.03,22.45,41.76,47.09,43.21,30.46
pinheiro,2.51,25.01,33.7,43.98,63.79,31.01
santa ines,47.54,32.79,43.49,64.94,8.97,2.27
santa luzia,7.17,5.08,44.93,66.37,47.89,28.55
tutoia,0.01,0.14,32.99,58.93,66.99,40.93
ze doca,9.95,6.79,35.36,65.4,54.7,27.81
de 100.001 a 500.000 ,36.82,30.15,44.67,59.13,18.51,10.72
acailandia,8.65,11.49,72.13,80.61,19.22,7.91
bacabal,39.28,28.96,34.21,59.54,26.51,11.5
caxias,25.56,20.08,43.24,59.53,31.2,20.38
codo,19.51,22.97,49,56.55,31.49,20.48
imperatriz,57.55,45.89,38.37,50.99,4.08,3.12
paco do lumiar,26.49,35.64,47.16,49.93,26.35,14.42
sao jose de ribamar,19.87,28.12,56.82,65.02,23.31,6.85
timon,38.96,30.64,44.49,59.48,16.54,9.88
mais de 500.000 ,45.41,53.53,42.49,42.61,12.1,3.87
sao luis,45.41,53.53,42.49,42.61,12.1,3.87
