city,2000_total,2010_total,2000_15_to_24_years,2010_15_to_24_years,2000_25_to_59_years,2010_25_to_59_years,2000_60_to_more_years,2010_60_to_more_years
barra do bugres,18.06,13.21,5.11,2.11,19.83,13.19,52.93,43.03
campo novo do parecis,8.67,5.53,2.95,1.07,10.16,6.04,29.44,23.02
campo verde,9.28,6.33,2.53,1.1,10.53,5.93,34.27,28.04
colider,14.67,9.99,2.47,1.11,13.36,6.89,51.04,40.3
colniza,-,10.83,-,1.75,-,10.97,-,44.89
confresa,19.02,11.52,6.2,1.42,22,10.93,53.8,42.31
diamantino,11.22,6.99,2.66,1.29,11.67,6.02,40.14,27.27
guaranta do norte,11.28,7.51,2.75,1.01,11.77,6.29,41.03,33.36
jaciara,12.74,10.03,3.15,2.0,12.73,8.53,44.61,33.97
juara,14.2,9.91,3.54,1.68,14.63,8.45,47.63,38.92
juina,13.9,9.85,4.46,2.92,14.53,8.13,46.27,34.59
lucas do rio verde,6.58,3.27,2.35,0.82,7.23,3.13,25.61,19.42
mirassol d'oeste,15.84,11.53,3.22,1.4,15.82,9.71,51.73,41.59
nova mutum,5.97,3.85,1.85,1.09,6.52,4.09,25.06,17.28
peixoto de azevedo,22.37,15.47,8.34,4.44,25.07,15.49,56.12,44.91
pocone,21.99,17.87,7.64,3.06,22.89,16.54,53.54,48.43
pontes e lacerda,15.43,9.92,3.87,1.22,16.65,8.66,49.43,39.7
vila rica,14.83,9.14,4.78,1.64,16.62,9.18,42.66,31.33
de 50.001 a 100.000 ,11.76,7.4,2.86,1.14,12.02,6.2,42.55,31.03
barra do garcas,8.91,7.24,1.93,1.4,7.92,5.27,38.53,28.28
caceres,15.9,10.18,3.85,1.4,17.13,8.47,47.48,35.81
primavera do leste,6.51,4.72,1.84,0.79,7.36,4.5,28.48,21.52
sorriso,7.5,4.95,2.4,0.84,8.25,4.92,26.41,21.76
tangara da serra,12.37,8.22,2.82,1.19,12.42,6.74,45.31,36.02
de 100.001 a 500.000 ,7.59,6.18,1.72,1.02,7.27,4.97,32.66,27.97
rondonopolis,10.62,7.19,2.14,0.97,9.99,5.57,41.79,31.07
sinop,8.5,5.07,2.37,0.79,9.1,4.57,34.15,23.7
varzea grande,8.98,5.88,2.2,1.16,8.91,4.67,39.11,26.76
mais de 500.000 ,-,4.25,-,0.96,-,3.3,-,17.81
cuiaba,6.06,4.25,1.39,0.96,5.72,3.3,26.88,17.81
